干呕	138 423 612
咳嗽	29 138 147 159 256 396 423 636 734 753 758 798
浮肿	182 341 369 561
恶心	35 260 358 369 706
腹冷	35 59 138 182 192 260 369 423 677
腹满	138 369 423
呕吐	358 369 422
吐血	52 119 169 192 210 247 260 275 295 507
臁疮	206
瘫痪	23
恶心,呕吐	104 138 182 399 492 677
无名肿毒	195 231 448
呕吐	247 252 479
疳积	252 358 415 605 646 754
呕吐	18 138 243 252 335
呕吐	18 138 243 252 335
健忘,胸闷	110 184 222 300 369 610 754
牙龈溃烂	88 236 278 398 507 557 760 809
小便不通	88 236 267 507 557 760 773
积滞,腹痛	184 217 222 608 694 754 810
腰痛	32 35 174 247 315 595
壮热,慢惊	272 299 423 426 712 780
烦躁	52 138 243 260 423 478 557 662 719
瘰疬	138 182 381 423
神昏	342 423 433 557 712 742 758 785
鼻衄,心烦	35 138 296 423 433 557 604 758
咳嗽	35 88 138 182 423 557 703 798
咳嗽	29 138 282 368 386 396 423 557 592 753 769
多唾	18 35 138 175 243 423 561 703 798
壮热,头痛	35 138 182 192 260 423 753
吞酸,短气,恶心,呕吐	35 87 88 138 182 247 260 369 374 423 507 557 794
盗汗,咳嗽	124 138 147 230 386 423 734 753
吐血	131 423 751
壮热,烦躁,口渴	88 423 507 557 561 760
少气,烦躁,手足厥冷	35 260 374 423 557
自汗	35 423 557 760
头重	35 138 374 423 557 561
壮热,恶寒	138 260 282 374 423 557 753 754
谵语,潮热	252 423
崩中	3 19 34 374
但热不寒,谵语,头痛	35 138 168 184 222 358 423 557 561 677 746 753 754
耳聋	83 423 744
小便不利	267 423 773
痫	32 83 107 272 299 423 426 561 712 780
舌肿	698
噎膈	138
慢惊	448 479 698
便血,吐血,尿血	21 561 794
痫	33 517 583
吐血	239 298
呕吐,腹痛	182 369
牙痛	422 513
吐血	239 298
烦躁	138 252 260 443 758
吐血	21
口渴	138 168 252 267 330 358 760 773
胎漏,漏下,头痛,头晕	278 719
胬肉攀睛	83 252 443 629
漏下	370 381
无名肿毒	138 252
脱肛	223
臁疮	239
臁疮	17 124
浮肿,小便不通	252 358 539 548 580 592 600 605 760 794
腹痛	35 142 439 595 677 706
吞酸	35 88 140 159 342 374 377 535 595 746 769
吐血	21
咳血	50 52 174 230 281 282 342 396 758 760
心烦,口渴	545 565 792
麻疹,咳嗽	3 18 29 52 138 147 472 565 734 751 769 792 797
气喘	267 557 565 773 792
气喘	52 138 281 282 382 411 566 734 758 804
咳血,吐血,自汗	50 59 138 260 332 561 608 662
噎膈	52 281 758
气喘	35 88 504 507 524 557 810
咳嗽	29 52 138 159 243 327 443 557 636 798 804
舌干,潮热,咳嗽	52 71 147 386 396 472 524 556 709 734 758
咳嗽	52 281 423 559 758
气喘,舌干,咳嗽	52 138 247 281 282 335 375 423 629 758
呕吐,头痛	35 138 159 557 595 703
腹痛	35 142 439 595 677 706
心烦,五心烦热	168 719 789
无名肿毒	444 667
胎毒	448 785
嗳气,吞酸,恶心	142 243 302
呃逆,小便不利,恶心,呕吐,咳嗽	138 557 595 677 703
吞酸	78 142 159 243 302 539 557 595 677 694 703
腹痛	138 159 557 677 703
咳嗽	32 138 159 175 247 256 374 423 557 703 798
腹痛	381 595 794
呃逆	138 282 557 703 751 769
恶心,呕吐	138 243 316 557 703 729
瘰疬	18 83 159 243 272 282 357 362 381 443 557 703 750
嘈杂	35 59 595
噎膈	52 281 758
杨梅疮	138 191 247 346 420 557
口渴	50 138 174 267 486 557 760 773 792
小儿痞块	190
心烦,五心烦热	168 719 789
无名肿毒	444 667
嗳气,吞酸,恶心	142 243 302
吞酸	78 142 159 243 302 539 557 595 677 694 703
臁疮	804
咳嗽	32 138 159 175 247 256 374 423 557 703 798
瘰疬	18 83 159 243 272 282 357 362 381 443 557 703 750
呕吐	35 159 423 557 703
疳积,咳嗽	207 208 369 649
吞酸,呕吐,口苦	88 104 138 182 184 222 358 369 694 754
白带	35 168 174 260 374 381 522 794
身痛	341 557 641 677 788 805
盗汗,头汗	50 557
臁疮	804
不孕	3 32 87 138 184 222 247 260 282 311 358 374 381 423 478 534 557 569 610 746 754 758 769
不孕,胞衣不下	21 32 59 87 247 260 278 381 398 712 719 809
腰痛	0 145 236 283 393 492 561 646 706 754 794
咽干,消瘦,寒热往来	32 88 138 159 247 256 260 282 311 358 368 374 404 423 534 539 545 557 664 703 746 754 798
吞酸,恶心,嘈杂,呕吐	59 168
浮肿	252 479 548 580 600 626 760
瘫痪	107 182 201 299 399 423 426 561 703
吐血	68 77 179 283 719 745
吞酸,肠鸣	35 43 59 88 107 138 142 159 187 248 326 369 422 423 557 561 610 677 689 694 754 810
胎动不安	32 35 138 374 423 441 612 694
崩中	21 120 745
吐血,呕吐	56 252 274 398 735 809
便血,咳血,吐血	3 21 239 571 745
腹满,足热,赤白带,崩漏,白带	35 67 176 182 192 236 247 260 266 278 358 381 398 400 423 441 557 561 608 694 712 754 760 798 809
四肢拘急,腰膝无力	58 88 138 159 182 282 399 561 595 645 712
消瘦	32 159 168 170 184 247 358 397 423 521 544 545 561 694 747 754 794
消瘦	32 87 159 170 184 218 358 369 397 521 544 561 694 747 754 794
杨梅疮	55 169 209 223 247 295 369 381 448 454 698
肠鸣	67 145 187 356 439 492 551 561 754
小便不利,耳聋	88 236 278 398 451 507 557 561 760 798 809
盗汗,消瘦	88 108 182 217 342 561 677
崩中	100 266 278 507 551 557 561 794
健忘	35 50 247 315 342 374 423 441 507 557 608
臁疮	169 174 195 275 295 381 443 448 639
气喘,小便不利,浮肿	548 580 600
但热不寒	444
小便不利	428
恶寒	32 35 138 247 282 374 557 562 612
臁疮	52 138 247 260 281 374 398 423 545 758 809
气喘,浮肿	4 29 55 202 254 358 479 548 580 600 636 760
瘰疬	23 29 32 55 124 147 149 158 169 175 176 202 247 260 295 341 369 381 404 433 448 515 543 592 610 621 649 677 679 698 734 742 754 780 806
无名肿毒	119 369 543 610
咽肿	55 168 169 174 209 306 443 554 701
多梦	55 71 370 594 595 649 698 776
无汗,头痛,咳嗽	32 138 159 192 260 381 433 561 753 794
痫	3 32 35 83 138 159 175 243 247 260 299 381 418 534 557 595 703 712 794 804
烦躁,口渴	19 32 192 282 362 592 689
善恐	21 55 168 174 175 236 252 423 443 753 760
瘰疬	169 247 295 399 418 561 712 780
痫	35 138 159 170 182 247 423 561 703 754 794
腹痛	87 159 170 358 368 397 517 539 694 703
半身不遂	17 59 83 399 418 595
半身不遂	32 83 247 272 399 418 470 569 712 780
腹痛	32 87 295 369 397 479 610 754
臂痛	32 35 83 88 247 260 278 374 557 561
崩漏	32 35 138 170 247 374 423 433 746 754
舌裂,畏寒,盗汗,潮热,不寐,自汗	32 35 88 138 247 278 374 423 557 758 798
半身不遂	32 83 247 272 399 418 470 569 712 780
腹痛	32 87 295 369 397 479 610 754
浮肿	32 35 59 138 247 260 332 374 382 423 557 566 612
恶寒,自汗	35 247 266 315 374 423 441 557
崩漏	32 35 138 159 236 247 266 317 423 443 554 758 798
吐血,潮热,咳嗽,头晕	138 220 374 460 565 745 792 794
潮热,咳嗽	55 138 419 465 557 610 701 769
呕吐,潮热,咳嗽,慢惊	138 419 507 557 610 769
多梦,自汗	50 52 71 87 397 460 507 608
不孕	32 35 100 120 247 260 278 374 398 414 423 507 561 604 656 794 809
角弓反张,口噤	3 32 83 138 247 374 423 443 561 712 717
臁疮	608
瘰疬	72 169 295 606 609 750
阴疮	137 143 147 344 734
呕吐	35 423 504 507 557
臁疮	14 55 168 169 174 275 381 448 484 621 727
咳嗽	68 283
瘰疬	369 395 649
嘈杂	35 168 729
恶心	55 358 703
嘈杂	159 168 703
腹痛	55 754
腹痛	55 754
发狂	71 423 804
口渴	52 595 769
痫,头痛	33 83 319 583
臁疮	17
无名肿毒	252
头痛	250
痫,头痛	119 319
腹痛,难产	98 252 355 366 649 736 754 810
心烦,口渴	3 44 247 374 381 426 470 545 583 792
鼻干,小便黄赤	29 35 52 138 247 260 282 330 396 423 443 545 557 636 746 804
腹痛	184 222 369
吞酸,恶心,呕吐,腹痛	35 88 138 170 182 184 222 358 369 423 521 557 610 649 754
恶心	184 222 369 423 610
慢惊	561
反胃	59 369 561
阴疮	169 195 209 295 657
呕吐	35 43 138 184 326 341 369 423 557 561 722
吞酸,恶心,呕吐,腹痛	119 206 369 433 543 610 649 704
腹冷	35 182 247 369 422 423 557 754
积滞	87 182 252 369 397 417 479 508 561 590 618 646 686 701 754
心烦	29 138 369 576 698
壮热,慢惊	55 107 168 207 208 369 465 544 561 649 698 785 789
肠鸣	35 283 358 369 754
吞酸,恶心,反胃,积滞	87 88 170 182 252 369 397 479 561 590 618 646 686 754
腹痛	138 369 422 492
吞酸	147 182 207 369 370 561 649 706 734
吞酸	72 138 182 369 419 423 703 769 798
恶心	184 222 271 358 369 703 754
恶心,里急后重	369 370 479 483 649 754
恶心,里急后重	369 370 479 483 649 754
脱肛	208 369 649
腹痛	184 222 369 370 422 561
恶心,腹痛	184 218 222 369 479
头痛,腹痛	88 170 368 369 397 479
呕吐	138 182 341 369 422 754
口臭	138 369 381
噎膈,反胃	68 369
壮热,头痛,咳嗽	18 35 138 175 369 561 753
腹冷	43 59 247 358 369 423 677 706
反胃	90 369 423 469
呕吐	35 59 138 182 341 369 423 557 677 703 769
呕吐	35 138 142 184 222 247 341 369 423 722
呕吐,小儿呕吐	90 138 369 423 469 557 649 717 754
心烦,呕吐,小儿呕吐	138 369 423 758
呕吐	35 59 138 282 369 423 677
呃逆	138 369 440
呃逆	138 369 440
呕吐	341 369 423
呕吐	369
呕吐	138 182 271 369 557 754
反胃	369 370
乳头破裂	369
牙痛	175 184 369 381 418 722
胁痛	35 369 694
呕吐	35 182 369
呕吐	369 703
腹痛	169 170 184 222 326 358 369 422 610 649 754
腹冷	147 369 423 452 479 483 557 703 734
吞酸,口苦	184 369 521 610 754
呕吐	341 369 561 608
恶心,呕吐	35 138 142 159 184 187 222 369 423 521 703 754
呕吐,口苦	18 87 184 187 247 260 341 358 369 423 610 649 754 769 810
鼻塞,头痛	88 138 161 252 260 369 677 706 753 810
吞酸	35 43 59 138 182 184 222 282 358 369 381 423 557 703
腹满	207 369 484 543 810
腹满	184 218 222 295 369
呕吐	35 138 159 170 182 369 423 561
呕吐,腹痛	35 159 170 182 369 381 423 677
呃逆	35 138 182 369 423 561
腹痛	138 159 170 182 369 423 561 612
手足厥冷	369 399 422 561
手足厥冷	369
干呕	369 423
吞酸,呕吐	39 60 138 142 182 369 423 694 754
吞酸,呕吐	138 271 369 397 703
目昏,呕吐,咳嗽	182 369 422 703 754
目昏,呕吐,咳嗽	35 124 159 170 182 369 557 703 754
腹痛	138 369 492
腹痛	368 369 422 479
背痛,咳嗽	138 271 368 423 557 649 704
恶心,呕吐	88 138 184 222 282 369 423 521 557 694 754
短气	59 88 90 184 222 341 369 370 469 561 610 722 754
腹痛	35 59 138 369 677 694
烦躁	35 184 222 369 422 426 610 798
吞酸,短气,恶心,呕吐,头痛,咳嗽	159 184 222 341 369 423 703 754
咳嗽,头晕	175 182 358 369 423 703
咳嗽,头晕	175 182 358 369 423 703
呕吐	35 182 369 703 729
吞酸,呕吐,咳嗽	35 159 369 703
妊娠咳嗽,咳嗽	18 35 59 138 184 282 358 369 423 521 557 703 754
恶心	35 39 59 138 369 423 703 704
恶心	182 369 561 703 794
呃逆	159 369 440 751
神昏,呕吐	88 330 341 557
呕吐	35 138 159 341 369 423 557 703
呕吐	35 138 159 341 369 423 557 703
恶心,呕吐	35 341 369 423 610 703 754
肠鸣	138 182 184 222 369 492 539 666 763
肠鸣	138 182 184 222 369 492 539 666 763
呃逆	138 159 169 341 369 440 492 610 677 694 703 754
呃逆	138 159 169 341 369 440 492 610 677 694 703 754
呃逆	59 369 423 440
呕吐	159 170 369 440
呕吐	159 170 369 440
呃逆	159 182 369 440 492
潮热	5 6 131 138 369 423 539 557 703 758
潮热	5 6 131 138 369 423 539 557 703 758
呕吐	138 174 184 247 369 423 433 595 612 706 722 746
呕吐	88 159 182 369 557 561 703 754
胃痛	104 138 227 369 397 543 561 694 754 794
腰痛	368 399 418 470 618 664
头痛	32 381 399 418 703 804
口渴,胸闷	68 77 119
大便秘结,目昏,咽干,心烦	32 88 252 358 666 712 754 763
健忘	281 342 423 545 557
痫	107 132 208 426 561
腹痛	87 147 159 170 397 548 734
腹痛	21 32 247 260 374 649
四肢拘急,口噤,慢惊	201 426 649 698 712 785
壮热,头痛	138 183 282 592 595 753
噎膈,呕吐	59 168 184 423 521 557 703 751
痄腮	22 170 174 252 486 540
腹痛	23 147 679 734
盗汗,自汗	236 278 398 423 507 557 809
瘰疬	168 191 362 420 557
小便不通	88 236 507 561 760
自汗	561
咳嗽	138 677 703 746 753
寒战,瘰疬	88 507 557 760
咳嗽	35 545 559
腹痛	247 374 754
妊娠呕吐,呕吐	18 131 282 423 557 703 751
妊娠呕吐,呕吐	18 131 282 423 557 703 751
少气	175 182 260 282 398 443 677 809
腹痛	175 182 247 260 282 423 435 443 677
气喘	369 395 422 479 646 754
瘫痪	342 483 513 602 698
吐血,咳嗽	52 386 404 544 758
慢惊	107 272 479 561 785
大便秘结,呕吐	55 169 368 513 701
慢惊	100 108 247 266 470 557
恶心,呕吐	217 361 419 610 649 698 785
气喘,咳嗽	13 88 138 380 794 804
恶寒,头痛	17 29 59 83 149 378 534 575
恶寒,头痛	17 29 59 83 149 378 534 575
麻疹	252 335 433 443 742
麻疹	252 335 433 443 742
腹痛	138 168 174 247 260 433
耳聋	278 299 507 557 760
神昏,谵语	110 169 184 222 610 665 754 810
小儿口疮	174 208
口噤	35
发黄	29 32 138 443 557 636 746
耳聋	32 176 208 326 381 510
无名肿毒	55 277 444 649 657 785
呕吐	55 88 649 727
浮肿,牙痛	132 169 295 649
浮肿,牙痛	132 218 649
头痛	83 191 247 272 470 557
赤白带,不孕,白带	370 698
短气	455
舌干	168
潮热	369 448
腹痛	369 370
转筋	138 142 561
腹痛	175 252 557 703 746
瘰疬	40 461 698 750
胎漏	120 256
恶心,呕吐,头痛	370
转筋,少气,呕吐,手足厥冷,自汗	88 182 370 561 698
腹满	417 600 646
瘫痪	218 399
难产	169
恶心,呕吐	370 561
偏头痛,头痛	175
瘰疬	168 208 415 789
杨梅疮	32 168 191 247 557 789
胎毒	32 168 191 266 557 788
杨梅疮	420 554
弄舌	35 71 138 159 168 170 192 247 260 282 362 375 382 433 443 557 566 703 719 807
呕吐	35 138 159 368 423 557 694 703 751 758
痫	138 159 243 282 327 335 443 557 703 754
小便不通	138 159 174 266 267 486 557 592 703 758 769 773
咳嗽	138 159 282 443 557
寒热往来	18 138 147 159 282 315 557 703 734
头痛	107 561 703
鼻衄,口渴	687 742
健忘	744
痫	55 202 252 443 561 605
痫	55 202 252 443 561 605
浮肿,消瘦	33 50 282 423 460 479 551 561 583 662 703 804
恶心	35 59 138 423 557 677 758
呕吐	59 423
心烦	35 83 138 147 175 182 192 247 260 423 443 534 561 734 753 780 804
转筋	35 423 677
腰脊痛	138 182 192 247 260 342 423 443 557 758 798
浮肿	23 138 247 311 358 423 679 746 769
短气	34 247 423
壮热	192 260 423
咳嗽	138 175 282 423 557 703 769 798
弄舌	52 423 433 443 617
咳嗽	29 138 147 252 282 335 362 423 443 629 636 734 769
气喘,呕吐,头昏,咳嗽	29 138 256 423 556 636 703 709 753 798
舌干,口苦	138 281 342 423 465 557 608 758
肠鸣,腹痛	35 182 184 222 423 507 561 754
寒热往来	18 52 83 138 534 719 746
寒热往来	18 52 83 138 534 719 746
口臭	529 649
气喘,烦躁	3 35 138 247 252 260 753
咳嗽	138 159 556 709 798
壮热	107 272 426 561 649 712 753
壮热	107 272 426 561 649 712 753
咳嗽	138 192 252 260 330 335 443 557
腹痛,咳嗽	55 299 426 465 479 590 649 698
腹痛,咳嗽	55 299 426 465 479 590 649 698
舌强	32 83 175 316 423 698
噎膈,恶心,呕吐,反胃	341 369 754
无名肿毒	19 169 209 275 277 295 649 657 698
心烦,恶心,呕吐	134 705 753
恶寒	16 272 490 592 705
咳嗽	29 175 386 396 548
咳嗽	88 124 138 150 386
呕吐	35 59 138 158 184 206 341 358 369 423 521 543 607 610 649 677 703 722 754
小便不利	170 184 222 646
胃痛	78 138 159 341 369 543 664 694 704 754 794
腰冷	182 247 266 272 360 561
大便秘结,里急后重	23 252 358 679 754 810
胎动不安	88 138 159 423
无汗,腹痛	252 330 341 684 718 735
鼻衄	104 108 227 451 478 492 551 557
腹满,心烦	18 23 59 129 147 252 557 679 723 734 746 809
发黄	168 479
发黄	168 479
腹满,小便不通	166 252 330 554 605 753 804
里急后重	370
腹痛	422
吐血	29 90 147 252 386 396 451 469 592 636 734
腰痛,产后腰痛	19 32 35 38 247 266 315 342 492 507 754 780
痫	448 453
腹痛	59 247 358 706 754
呕吐	330 369 370 703 754
积滞	170 184 218 222 369 521 539 694 729 754
呕吐,头痛,腹痛	341 716
呕吐	138 341 561 794
腹痛	138 159 561 595 677 716 794
健忘	744
腹痛	138 159 612 694 754 794
壮热	704 754
咳嗽	138 159 170 369 610 754 810
便血	35 138 147 486 557 734 760
头痛	561
吐血	29 90 147 252 386 396 451 469 592 636 734
呕吐	138 369 754
腹痛	59 247 358 706 754
呕吐	330 369 370 703 754
积滞	170 184 218 222 369 521 539 694 729 754
呕吐,头痛,腹痛	341 716
不孕	88 247 275 369 370 399 418 539 543 561 610 649 694 754
赤白带,白带,腹痛	88 173 175 207 247 369 381 454 498 539 608 694 704 754
吐血	21
咳血	50 52 174 230 281 282 342 396 758 760
恶心,耳聋	32 83 138 176 182 201 705
噎膈	55 169 239 368 513
声音嘶哑	542 810
气喘	35 88 504 507 524 557 810
痫	370 513
潮热	35 138 247 260 374 423 443 557 703 717 746
弄舌	107 138 247 282 375 423 443 557 561 712
腹泻	13 19 64 88 184 326 375 484 630
少气	35 142 159 168 260 302 507 557 578 788
痫	32 35 59 138 243 247 423 612 677 703
无汗	18 29 32 147 282 703 717 734 769
小便不通	5 6 57 131 138 183 330 335 443 486 592 672
半身不遂	59 83 138 247 260 561 703 717 780
鼻衄,漏下,赤白带,痫,崩中,吐血,呕吐,白带,咳嗽	138 252 358 646
大便溏,腹痛	38 145 179 182 214 492 561
舌苔白,恶寒,无汗,头痛	138 282 612 703 729 754 769 794
壮热	19 32 192 247 260 282 362 398 592 689 719 809
腹满,小便不通	166 252 330 554 605 753 804
恶风	3 83 138 282 426 629 735
噎膈	55 169 239 368 513 701
噎膈	55 169 239 368 513 701
咳嗽	35 107 175 381 484 557 561 621
咳嗽	52 68 77 174 179 283 545 557 559 565 701 760 792
吞酸,恶心,呕吐,胸闷	55 138 170 341 412 557 559 595 610 618 649 677 698 703 729 754 769 804
赤脉传睛	3 168 192 247 252 335 753
须发早白,脱发	174 247 266 423 470 507 557 565 792
须发早白,脱发	174 247 266 423 470 507 557 565 792
痫	55 419 649 785
痫	55 342 419 698
四肢疼痛,咳嗽	52 138 147 168 311 443 734 746
四肢疼痛,咳嗽	52 138 147 168 311 443 734 746
咳嗽	59 138 396 443 753 798
瘰疬	19 138 175 381 399 418 484 548 594 600 703 750
鼻塞,咽干,头痛	98 107 124 272 330 426 561 649 703
鼻塞,咽干,头痛	98 107 124 272 330 426 561 649 703
半身不遂	3 247 399 649
目昏	32 107 175 201 272 381 399 418 435 561 649 698 703
目昏	18 83 138 175 381 423 712
半身不遂	32 83 118 138 182 247 260 342 396 399 423 443 534 712 753 780 804
角弓反张,黄汗,半身不遂	35 55 83 138 175 182 236 252 260 281 381 443 460 561 698 712 753 804
鼻塞,目昏	18 83 138 341 381 423 712
小便不通	5 6 131 138 330 362 433 486 557 592 672
腹痛	5 6 131 138 267 330 592 672 760 773
烦躁	138 452 804
恶心	87 218 368 397 479 686 754
恶心	87 218 368 397 479 686 754
头昏	247 266 271 272 451 551 561 649
流泪	168 169 448 801
腹泻	37 59 138 330 629 778
痫,潮热	55 119 169 295 610 698 754
短气,呕吐	18 52 557 703 758
赤白带,白带	32 159 191 247 252 420 557 592
慢惊	75 83 107 211 272 561 703
面色青	35 138 159 272 341 423 557
口苦	35 381 660 694 712 794
咳嗽	138 147 175 182 374 423 557 703 734 761 798
